ID,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,Salary
638264,m,18-07-1990,79.4,state board,2008,75.91,state board,4566,2,B.Tech/B.E.,information technology,73.5,4566,0,Tamil Nadu,2012,415,435,195,0.190153406,315,180000
847671,m,12-05-1991,71,state board,2007,69,state board,14910,2,B.Tech/B.E.,electronics and communication engineering,64.28,14910,0,Uttar Pradesh,2012,500,460,545,0.943272158,-1,200000
652580,m,01-01-1992,64.2,cbse,2009,90.7,state board,9173,2,B.Tech/B.E.,electronics and communication engineering,82.23,9173,1,Telangana,2013,510,605,720,0.960603252,565,325000
249696,m,16-05-1986,51,0,2003,51,0,4889,2,MCA,computer application,74,4889,1,Tamil Nadu,2011,375,405,395,0.600057182,435,180000
595058,f,19-02-1989,87.63,matriculation,2006,79.83,matriculation,6503,2,MCA,computer application,89,6503,0,Tamil Nadu,2012,430,525,425,0.901489571,545,500000
1243766,f,17-03-1992,80.16,state board,2010,91.4,state board,9769,2,B.Tech/B.E.,computer science & engineering,70.5,9769,1,Telangana,2014,580,435,500,0.486747008,435,320000
625194,f,22-11-1991,92.6,cbse,2009,89.9,cbse,9019,2,B.Tech/B.E.,computer engineering,82.27,9019,0,Haryana,2013,730,620,590,0.942116551,575,325000
982461,m,05-09-1992,90,cbse,2009,67.8,cbse,184,2,B.Tech/B.E.,computer science & engineering,78,184,0,Uttar Pradesh,2014,475,485,525,0.916869961,555,
1068625,m,13-08-1993,80.3,state board,2010,90.6,state board,16441,2,B.Tech/B.E.,electronics and communication engineering,72.6,16441,0,Andhra Pradesh,2014,455,485,520,-1,305,180000
365948,m,09-08-1990,76.48,sslc,2008,77.16,pu board,3801,2,B.Tech/B.E.,electronics and electrical engineering,79.3,3801,0,Karnataka,2012,485,485,285,0.694479328,325,445000
811372,m,28-12-1992,93.6,cbse,2009,81,cbse,47,1,B.Tech/B.E.,electronics and communication engineering,,47,1,Delhi,2014,590,595,680,0.493596387,-1,325000
1140518,m,28-02-1992,72,cbse,2010,65,cbse,10932,2,B.Tech/B.E.,electronics and communication engineering,59.8,10932,0,Uttar Pradesh,2015,525,565,430,0.338786347,-1,180000
985092,m,01-09-1991,79.6,cbse,2009,73.2,cbse,4948,2,B.Tech/B.E.,electronics and communication engineering,66.96,4948,1,Rajasthan,2014,535,640,630,0.338786347,-1,510000
609147,m,26-02-1991,86.83,cbse,2009,75.2,cbse,285,1,B.Tech/B.E.,electrical engineering,67.7,285,0,Punjab,2013,685,510,705,0.124502074,365,415000
325937,f,13-03-1991,88,ssc,2008,89,board of intermediate,9164,2,B.Tech/B.E.,information technology,78,9164,1,Telangana,2012,515,465,395,0.735795709,475,420000
1010140,m,11-06-1991,89.76,icse,2009,82,cbse,8440,1,B.Tech/B.E.,electronics and instrumentation engineering,72,8440,0,Orissa,2017,595,590,665,0.849802714,505,330000
1268067,m,17-08-1994,89.6,state board,2011,95.8,state board,9748,2,B.Tech/B.E.,computer science & engineering,72.45,9748,1,Telangana,2015,545,545,690,0.144789889,455,325000
1212036,m,10-06-1992,68,cbse,2010,65,cbse,1621,2,B.Tech/B.E.,computer science & engineering,75,1621,0,Uttar Pradesh,2014,595,425,430,0.622642916,495,185000
661080,m,15-12-1991,73,icse,2009,91,state board,3944,2,B.Tech/B.E.,information technology,80,3944,1,Tamil Nadu,2013,520,495,530,0.635978756,445,
1248068,f,25-10-1991,,state board,2010,74.45,cbse,5963,2,B.Tech/B.E.,information technology,80,5963,0,Bihar,2014,455,385,460,0.735795709,475,190000
1100767,f,01-08-1993,81,state board,2010,87.9,state board,9812,2,B.Tech/B.E.,information technology,72.3,9812,1,Telangana,2014,430,445,345,0.356536488,415,300000
1211729,m,05-10-1992,84,state board,2011,66,state board,15513,2,B.Tech/B.E.,mechanical engineering,57,15513,1,Maharashtra,2015,360,300,190,0.125690182,-1,110000
307910,m,22-05-1990,85,cbse,2007,64,cbse,350,2,B.Tech/B.E.,mechanical engineering,65,350,0,Uttar Pradesh,2012,465,505,515,0.535862819,-1,435000
577659,m,05-11-1991,81,cbse,2009,90,ipe,499,2,B.Tech/B.E.,electronics and communication engineering,78,499,1,Telangana,2013,675,605,765,0.985461394,495,300000
801323,m,17-02-1992,78.6,cbse,2009,74.8,cbse,8762,2,B.Tech/B.E.,computer science & engineering,73.8,8762,0,Punjab,2014,520,525,485,0.842248322,505,350000
653055,m,20-10-1991,67,state board,2008,59.4,state board,83,2,B.Tech/B.E.,electronics and communication engineering,67.46,83,0,Uttar Pradesh,2013,275,315,445,0.538386893,-1,255000
1051982,m,10-10-1992,88.6,state board,2010,74.16,state board,7919,2,B.Tech/B.E.,information technology,73.1,7919,0,Tamil Nadu,2014,420,445,415,0.744758354,415,210000
1249671,m,18-06-1992,79.2,cbse,2010,67.2,cbse,11507,2,B.Tech/B.E.,electronics and electrical engineering,66.85,11507,1,Karnataka,2014,510,590,585,0.423951396,-1,155000
423053,m,13-01-1991,69,icse,2008,66,isc,184,2,B.Tech/B.E.,electronics and communication engineering,64,184,0,Uttar Pradesh,2012,515,595,575,0.824666401,-1,
371808,m,20-10-1989,53.06,secondary state certificate,2007,60.33,higher secondary state certificate,11629,2,B.Tech/B.E.,electronics and communication engineering,71.3,11629,0,Maharashtra,2012,475,505,475,0.229481755,305,60000
543624,m,26-04-1992,85.72,matriculation,2009,91.58,state board,8011,2,B.Tech/B.E.,electronics and communication engineering,78.5,8011,0,Tamil Nadu,2013,475,485,455,0.376059587,-1,105000
690405,m,14-05-1990,72,state board,2009,65,state board,439,2,B.Tech/B.E.,computer science & engineering,,439,1,Tamil Nadu,2013,405,485,430,0.413838256,385,185000
53931,f,12-06-1987,68,icse,2005,60,jaswant modern school,6874,2,B.Tech/B.E.,computer engineering,69,6874,0,Uttarakhand,2010,505,415,495,0.525922584,415,200000
810342,m,10-05-1992,89.6,cbse,2009,84.4,cbse,64,2,B.Tech/B.E.,computer science & engineering,71.18,64,0,Uttar Pradesh,2014,500,610,500,0.144789889,515,315000
102065,f,06-09-1988,59,secondary school of education,2006,55,board of intermediate,6345,2,B.Tech/B.E.,information technology,63.47,6345,0,Andhra Pradesh,2010,335,285,335,0.413838256,385,105000
275185,m,21-07-1989,78.88,kseb,2007,67.67,pu board,1083,2,B.Tech/B.E.,information technology,67.75,1083,0,Karnataka,2011,465,525,405,0.525922584,415,425000
841251,m,10-12-1990,77.33,cbse,2008,62.6,cbse,1003,2,B.Tech/B.E.,information technology,62.81,1003,1,Rajasthan,2012,465,670,795,0.486747008,435,220000
982384,m,05-02-1993,87,state board,2010,70,cbse,184,2,B.Tech/B.E.,computer science & engineering,69.9,184,0,Uttar Pradesh,2014,420,495,400,0.23780284,505,115000
800561,m,15-08-1991,59,cbse,2008,60,cbse,4501,2,B.Tech/B.E.,computer science & engineering,67,4501,0,Uttar Pradesh,2013,485,645,515,0.765673581,485,300000
359247,m,28-01-1991,84.8,cbse,2008,83,cbse,1275,2,B.Tech/B.E.,electronics and communication engineering,66.4,1275,0,Kerala,2012,645,645,605,0.694479328,495,
842506,f,22-03-1992,,state board,2010,79.9,state board,473,2,B.Tech/B.E.,information technology,61.89,473,1,Maharashtra,2014,525,520,595,0.486747008,415,105000
513149,m,24-10-1990,70,mpboard,2008,56.6,mp board,11637,2,B.Tech/B.E.,information technology,,11637,0,Madhya Pradesh,2012,205,555,470,0.635978756,445,150000
439787,f,16-01-1990,86.7,cbse board,2008,80.6,cbse,83,2,B.Tech/B.E.,electronics and communication engineering,74.3,83,0,Uttar Pradesh,2012,425,555,485,0.376059587,-1,280000
1089390,m,08-01-1993,78.3,state board,2010,81,state board,1759,2,B.Tech/B.E.,computer science & engineering,78,1759,0,Punjab,2014,665,520,740,0.744758354,555,300000
212167,m,07-07-1989,54.83,up bourd,2006,61.23,up bourd,5690,2,B.Tech/B.E.,electrical engineering,66.66,5690,0,Uttar Pradesh,2011,495,435,515,0.023312168,235,150000
906332,m,17-03-1988,55.3,state board,2004,72,state board,67,2,B.Tech/B.E.,computer science & engineering,71,67,0,Uttar Pradesh,2014,520,545,705,0.911395278,485,135000
252464,f,05-08-1989,61.2,0,2007,68.3,0,1019,2,B.Tech/B.E.,information technology,74.2,1019,1,Tamil Nadu,2011,405,305,185,0.24545566,335,200000
1010625,m,23-03-1993,78.6,state board,2010,76.7,state board,1422,2,B.Tech/B.E.,computer science & engineering,68,1422,0,Andhra Pradesh,2014,500,630,680,0.842248322,475,120000
895614,m,29-11-1992,87,cbse,2010,84,cbse,119,1,B.Tech/B.E.,electronics and communication engineering,75,119,0,Uttar Pradesh,2014,545,485,545,0.338786347,-1,300000
238556,m,25-12-1987,67.36,kseeb,2008,74.96,department of technical education,8811,2,B.Tech/B.E.,computer engineering,72.6,8811,1,Karnataka,2011,355,315,445,0.793580615,495,
639156,m,03-03-1992,88,state board,2009,94,state board,1141,2,B.Tech/B.E.,computer science & engineering,75,1141,0,Andhra Pradesh,2013,520,510,635,0.600057182,435,500000
336561,m,18-03-1988,61.75,wbbse,2007,61,wbchse,10930,2,B.Tech/B.E.,computer engineering,77.8,10930,1,West Bengal,2012,415,535,615,0.884122512,535,
796833,m,30-12-1991,82,cbse,2009,92.2,cbse,13136,1,B.Tech/B.E.,computer science & engineering,,13136,1,Rajasthan,2014,485,555,720,0.911395278,635,450000
1059642,f,26-02-1991,80.8,state board,2008,60.5,state board,3717,2,B.Tech/B.E.,computer science & engineering,67.04,3717,1,Karnataka,2013,560,555,500,0.842248322,515,150000
746122,m,15-11-1991,87.2,state board,2009,71,state board,5158,2,B.Tech/B.E.,computer science & engineering,69.62,5158,0,Uttarakhand,2013,395,570,635,0.842248322,465,400000
1061906,f,13-03-1991,63,cbse,2009,64,state board,9809,2,B.Tech/B.E.,information technology,72.32,9809,1,Telangana,2013,290,370,270,0.143256541,295,120000
212076,m,25-02-1989,55.33,0,2006,62.4,0,5690,2,B.Tech/B.E.,electronics and communication engineering,67,5690,0,Uttar Pradesh,2011,415,415,425,0.229481755,295,160000
432511,f,13-04-1990,79.6,cbse,2007,64.4,cbse,7162,2,B.Tech/B.E.,electronics and communication engineering,71.34,7162,0,Uttar Pradesh,2012,464,415,395,0.376059587,-1,400000
651128,f,20-04-1992,91.1,state board,2009,90,state board,11656,2,B.Tech/B.E.,computer science & engineering,76.29,11656,0,Andhra Pradesh,2013,475,495,445,0.930370607,565,300000
974769,f,27-08-1992,79,icse,2010,71,cbse,159,2,B.Tech/B.E.,computer science & engineering,79,159,0,Punjab,2014,580,580,575,0.486747008,565,300000
1245234,m,01-05-1992,56,cbse,2009,56,state board,51,2,MCA,computer application,62,51,0,Uttar Pradesh,2015,605,470,355,0.843123727,515,
640103,m,16-04-1991,,state board,2009,70,state board,4569,2,B.Tech/B.E.,mechanical engineering,60.13,4569,0,Karnataka,2013,485,545,530,0.755375121,-1,220000
460251,m,27-05-1986,67,j&k state board of school education,2004,53.16,j&k state board of school education,272,2,MCA,computer application,,272,0,Punjab,2012,565,475,475,0.930370607,565,310000
345800,m,22-07-1989,82.4,cbse,2007,72.4,cbse,6659,2,B.Tech/B.E.,electronics and communication engineering,82.48,6659,1,Tamil Nadu,2012,535,505,615,0.694479328,385,400000
338130,m,13-09-1990,76,cbse,2008,78,cbse,569,2,B.Tech/B.E.,biotechnology,77.8,569,0,Tamil Nadu,2012,575,455,525,0.86613982,-1,325000
765370,m,10-06-1992,85,state board,2009,95.1,state board,13994,2,B.Tech/B.E.,mechanical engineering,80.91,13994,0,Andhra Pradesh,2013,615,555,620,0.903940782,385,345000
1212119,m,14-06-1993,80,cbse,2010,68,cbse,6969,2,B.Tech/B.E.,electronics and electrical engineering,63.69,6969,1,Karnataka,2014,475,565,500,0.875503907,425,160000
258677,m,21-06-1984,74,0,2002,40,0,2594,2,MCA,computer application,67.2,2594,0,Andhra Pradesh,2010,565,455,375,0.563267824,425,300000
417713,m,07-08-1989,89,"board of secondary education,andhra pradesh",2006,94.1,board of intermediate education,8218,2,B.Tech/B.E.,electronics and communication engineering,66.02,8218,0,Telangana,2011,485,595,625,0.538386893,465,240000
1081371,m,23-12-1992,85.5,icse,2010,58.2,cbse,7814,2,B.Tech/B.E.,instrumentation and control engineering,63.2,7814,0,Orissa,2014,535,340,380,0.299597296,405,305000
947847,m,01-02-1993,86.08,state board,2010,67.5,state board,314,2,B.Tech/B.E.,computer science & engineering,72.98,314,1,Karnataka,2014,590,435,380,0.356536488,405,
220634,m,14-12-1988,87.6,0,2006,81.4,0,285,1,B.Tech/B.E.,mechanical engineering,97.3,285,0,Punjab,2011,675,635,675,0.654107475,-1,500000
954272,f,29-07-1990,87,state board,2008,91,state board,9074,2,B.Tech/B.E.,electronics and communication engineering,74,9074,1,Telangana,2012,625,605,555,0.649389715,385,
1045685,m,18-03-1993,90,cbse,2010,89.4,cbse,13594,1,B.Tech/B.E.,computer science & engineering,,13594,0,Uttar Pradesh,2014,560,555,585,0.842248322,505,2000000
1094242,m,06-02-1992,80.2,cbse,2009,64.2,cbse,13092,2,B.Tech/B.E.,electronics and electrical engineering,71,13092,0,Uttar Pradesh,2014,500,505,645,0.966006923,-1,220000
250762,f,31-08-1988,72,ssc,2005,80,board of intermediate,9836,2,MCA,computer application,78,9836,1,Telangana,2011,475,515,405,0.24545566,335,340000
512833,m,04-03-1989,65.26,cbse,2007,66.2,cbse,1199,2,B.Tech/B.E.,information technology,70.59,1199,0,Madhya Pradesh,2012,395,450,455,0.704090412,465,100000
946109,m,10-10-1992,79.2,state board,2010,73.2,state board,13388,2,B.Tech/B.E.,civil engineering,78.3,13388,0,Madhya Pradesh,2014,345,315,575,0.255778194,-1,180000
687992,m,15-06-1991,55.6,state board,2009,56.2,state board,1638,2,B.Tech/B.E.,electronics engineering,65.9,1638,0,Uttar Pradesh,2013,380,520,500,0.824666401,-1,180000
536500,m,01-04-1989,81,icse,2007,81,isc,4501,2,B.Tech/B.E.,computer engineering,67.3,4501,0,Uttar Pradesh,2012,730,655,545,0.843123727,515,475000
1243402,m,26-04-1992,81,state board,2009,66,state board,14407,2,B.Tech/B.E.,information science engineering,66,14407,1,Karnataka,2013,580,555,465,0.622642916,415,245000
1082543,m,15-01-1991,74,icse,2009,66,icse,6814,2,B.Tech/B.E.,electronics & instrumentation eng,62,6814,0,West Bengal,2014,720,400,405,0.600643959,-1,215000
230512,m,05-10-1988,,wbbse,2006,68.6,cbse,64,2,B.Tech/B.E.,information technology,66.52,64,0,Uttar Pradesh,2011,695,505,605,0.930370607,565,505000
509555,m,03-11-1991,86,cbse,2008,73,cbse,57,2,B.Tech/B.E.,information technology,65,57,0,Haryana,2013,520,520,400,0.488347977,405,145000
729448,f,29-01-1991,85.2,cbse,2008,73.2,cbse,485,2,B.Tech/B.E.,computer science & engineering,76.36,485,0,Uttar Pradesh,2013,695,500,750,0.983749967,635,350000
1251526,f,23-11-1993,49,cbse,2010,60,cbse,14852,2,B.Tech/B.E.,electronics and communication engineering,68,14852,0,Uttar Pradesh,2014,475,485,485,0.493596387,-1,150000
42232,m,08-09-1989,80,cbse,2005,73,cbse,184,2,B.Tech/B.E.,electronics and communication engineering,71.5,184,0,Uttar Pradesh,2010,555,375,605,0.694479328,375,420000
1104236,f,08-10-1992,71,cbse,2009,64,cbse,4889,2,B.Tech/B.E.,information technology,81,4889,1,Tamil Nadu,2013,615,455,355,0.486747008,335,145000
1065846,m,24-03-1993,77.8,cbse,2010,69,cbse,12374,2,B.Tech/B.E.,electrical engineering,71.7,12374,0,Punjab,2014,475,510,475,0.193768442,-1,400000
754959,m,27-07-1991,87.6,icse,2009,92.5,icse,1906,2,B.Tech/B.E.,computer science & engineering,88.3,1906,1,West Bengal,2013,720,545,825,0.901489571,545,340000
774207,m,26-02-1991,76,state board,2008,70,state board,1375,2,B.Tech/B.E.,electrical engineering,76,1375,1,West Bengal,2012,575,554,375,0.298769129,345,115000
1218330,m,29-08-1993,80,state board,2010,80,state board,9198,2,B.Tech/B.E.,computer science & engineering,64.97,9198,1,Telangana,2014,455,540,450,0.744758354,475,200000
288761,m,15-09-1988,92,kerala state board,2007,80,kerala state board,1275,2,B.Tech/B.E.,mechanical engineering,64.16,1275,0,Kerala,2011,565,375,375,0.414337426,-1,95000
791374,m,14-01-1992,74.3,state board,2008,75.6,state board,52,2,B.Tech/B.E.,computer science & engineering,65.3,52,0,Uttar Pradesh,2012,520,560,485,0.843123727,515,
1204743,m,25-12-1993,68.2,state board,2010,67.4,state board,12833,2,B.Tech/B.E.,computer science & engineering,,12833,0,Rajasthan,2015,440,400,355,0.356536488,295,300000
1037564,m,20-07-1991,87.62,state board,2009,86,state board,6953,2,B.Tech/B.E.,electronics & instrumentation eng,71.7,6953,0,West Bengal,2013,440,480,465,-1,-1,110000
1279815,m,12-11-1992,92.48,state board,2010,72.66,state board,16816,2,B.Tech/B.E.,computer science & engineering,64.8,16816,0,Karnataka,2014,510,510,575,0.990008757,655,320000
103165,m,09-12-1988,76.7,matriculation,2006,80,state board,1263,2,B.Tech/B.E.,computer engineering,77.4,1263,1,Tamil Nadu,2010,415,465,565,0.308400583,355,300000
731258,m,29-08-1990,81,state board,2008,71,state board,2921,2,B.Tech/B.E.,computer science & engineering,74,2921,0,West Bengal,2013,500,500,545,0.670743151,455,95000
385232,f,12-11-1990,89.2,cbse,2008,68.8,cbse,100,2,B.Tech/B.E.,computer engineering,69,100,0,Haryana,2012,375,385,394,0.144789889,395,180000
53264,f,29-02-1988,66.66,hsc,2007,61,hsc,4056,2,B.Tech/B.E.,information technology,57.83,4056,1,Maharashtra,2010,325,485,375,0.735795709,475,300000
938182,m,19-09-1992,80,cbse,2010,66.66,cbse,10859,2,B.Tech/B.E.,computer science & engineering,64.06,10859,0,Uttarakhand,2014,535,425,320,0.356536488,515,180000
1006872,f,08-09-1991,81,state board,2009,70,state board,1202,2,B.Tech/B.E.,computer science & engineering,71,1202,1,Tamil Nadu,2013,405,395,260,0.622642916,405,
795959,m,15-09-1991,,cbse,2009,89.4,cbse,222,2,B.Tech/B.E.,electronics and electrical engineering,75.4,222,0,Jharkhand,2014,605,645,720,0.557389506,555,325000
1111630,m,27-04-1993,82.28,icse,2010,87.2,cbse,8840,2,B.Tech/B.E.,computer and communication engineering,,8840,0,Uttar Pradesh,2014,560,540,475,-1,655,120000
1218326,m,16-02-1991,75,state board,2009,78.5,state board,11016,2,B.Tech/B.E.,electronics and communication engineering,67,11016,1,Telangana,2013,395,420,210,0.112139438,305,120000
612253,m,12-06-1992,64.56,cbse,2008,66.66,cbse,64,2,B.Tech/B.E.,electrical engineering,65.02,64,0,Uttar Pradesh,2013,545,475,485,0.376059587,-1,385000
453953,m,24-09-1985,69.33,0,2004,56,0,5086,2,B.Tech/B.E.,industrial & production engineering,68.56,5086,0,Karnataka,2010,485,485,285,-1,-1,480000
294767,f,16-02-1990,91.4,cbse,2007,93,ap board,1027,2,B.Tech/B.E.,computer engineering,70.8,1027,1,Telangana,2011,475,665,605,0.793580615,495,495000
823489,m,15-04-1992,81,state board,2009,81,state board,272,2,B.Tech/B.E.,electronics and communication engineering,78,272,0,Punjab,2014,360,545,635,0.943272158,-1,300000
1232793,m,20-04-1988,74,icse,2008,63,state board,11943,2,B.Tech/B.E.,computer science & engineering,63.2,11943,0,Uttar Pradesh,2012,560,445,485,0.953899775,495,300000
1266407,m,29-08-1993,65,state board,2010,81.2,state board,11870,2,B.Tech/B.E.,information technology,67,11870,0,Andhra Pradesh,2014,265,485,430,0.744758354,495,205000
1194740,f,27-01-1993,91.04,state board,2010,95.08,state board,883,2,B.Tech/B.E.,electronics and communication engineering,87.1,883,0,Tamil Nadu,2014,455,480,545,0.338786347,465,
797192,f,09-11-1990,66,rajasthan board,2009,64,rajasthan board,13038,2,B.Tech/B.E.,computer science & engineering,65,13038,0,Rajasthan,2013,370,355,385,0.294295423,-1,300000
306404,m,17-02-1988,75.12,0,2004,60,0,1281,2,B.Tech/B.E.,electronics & telecommunications,58.67,1281,1,Maharashtra,2011,405,425,505,0.0587928,-1,275000
78868,f,19-04-1988,69.4,cbse,2006,60,cbse,137,2,B.Tech/B.E.,electronics & instrumentation eng,,137,0,Uttar Pradesh,2010,355,415,555,0.229481755,-1,425000
1037131,m,12-05-1990,77.6,state board,2007,89.6,state board,11958,2,B.Tech/B.E.,information technology,65.15,11958,0,Andhra Pradesh,2013,545,495,450,0.911395278,445,180000
660813,m,26-12-1990,84.4,cbse,2008,75.6,cbse,7557,2,B.Tech/B.E.,electronics and communication engineering,79,7557,1,Delhi,2013,535,610,735,0.960603252,-1,330000
765181,m,11-09-1991,78.4,cbse,2009,82,state board,9122,2,B.Tech/B.E.,computer science & engineering,70,9122,1,Telangana,2013,615,605,545,0.488347977,405,360000
1068919,m,30-03-1991,64.5,state board,2008,85.5,state board,11633,2,B.Tech/B.E.,electronics and communication engineering,65.21,11633,0,Andhra Pradesh,2012,265,360,525,0.112139438,375,250000
1061157,f,10-07-1992,78.8,cbse,2010,70,cbse,9837,2,B.Tech/B.E.,computer science & engineering,77.6,9837,1,Telangana,2014,545,505,485,0.080055281,405,305000
786463,f,25-08-1992,90,state board,2009,96,state board,11788,2,B.Tech/B.E.,information technology,74.39,11788,0,Andhra Pradesh,2013,555,495,590,0.670743151,455,410000
794088,m,02-02-1992,66.6,cbse,2009,71.6,cbse,8346,2,B.Tech/B.E.,computer science & engineering,66.32,8346,0,Uttar Pradesh,2014,325,485,515,0.377551419,375,220000
637137,m,27-07-1990,62,state board,2009,60.2,state board,4501,2,B.Tech/B.E.,electronics & telecommunications,70,4501,0,Uttar Pradesh,2013,310,495,500,0.694479328,395,
1042309,m,20-04-1990,,cbse,2008,60.4,cbse,2009,2,B.Tech/B.E.,computer science & engineering,76,2009,1,West Bengal,2013,535,480,390,0.23780284,515,335000
666151,f,28-05-1992,84.6,cbse,2010,66.4,cbse,47,1,B.Tech/B.E.,information technology,,47,1,Delhi,2014,500,500,385,0.413838256,385,325000
53292,m,01-12-1986,67.2,pune,2005,58,msbte,4056,2,B.Tech/B.E.,computer engineering,57.04,4056,1,Maharashtra,2009,435,525,195,0.600057182,435,95000
353442,m,14-09-1990,91,karnataka state board,2008,84.33,"pre university board, karnataka",855,2,M.Tech./M.E.,computer networking,70.13,855,1,Karnataka,2015,605,505,545,-1,435,565000
473825,m,05-02-1988,78,0,2005,67,0,8946,2,MCA,computer application,78,8946,1,Telangana,2011,465,515,615,0.81941653,505,660000
1269254,m,28-07-1992,93.2,cbse,2009,91.4,cbse,1589,1,B.Tech/B.E.,mechanical engineering,84,1589,0,Assam,2014,570,580,800,0.725984148,-1,450000
576183,m,30-03-1992,87,cbse,2009,73,cbse,144,2,B.Tech/B.E.,computer engineering,66.6,144,0,Uttar Pradesh,2013,625,585,750,0.952245573,585,395000
893396,m,04-03-1992,74.5,state board,2008,73.6,state board,9006,2,B.Tech/B.E.,computer science & engineering,66.5,9006,0,Uttar Pradesh,2013,535,450,545,0.356536488,655,100000
445839,f,29-09-1992,71.6,upboard,2008,69.4,up board,13210,2,B.Tech/B.E.,information technology,73.64,13210,0,Uttar Pradesh,2013,475,565,575,0.377551419,375,300000
668771,m,31-10-1991,84.8,cbse,2009,75,cbse,6566,2,B.Tech/B.E.,mechanical engineering,61.8,6566,1,Karnataka,2013,640,460,455,0.304510914,445,
796958,m,17-05-1991,86,state board,2006,89.6,cbse,11848,1,B.Tech/B.E.,computer science & engineering,79,11848,0,Bihar,2014,590,555,560,0.486747008,655,550000
203510,m,28-11-1989,87,karnataka state board,2007,78,pre-university board,3716,2,B.Tech/B.E.,electronics and communication engineering,68,3716,1,Karnataka,2011,435,385,365,0.376059587,335,
389427,f,28-05-1989,74.4,cbse,2006,71,cbse,7557,2,MCA,computer application,,7557,1,Delhi,2012,375,395,375,0.600057182,435,100000
667532,m,18-06-1994,66,state board,2010,74,state board,1390,2,B.Tech/B.E.,electronics and communication engineering,75.5,1390,0,Uttar Pradesh,2015,310,460,620,0.783303537,-1,330000
308813,m,18-06-1990,81,cbse,2008,79,cbse,5904,2,B.Tech/B.E.,computer engineering,70,5904,0,Uttar Pradesh,2012,544,385,505,0.793580615,495,310000
602139,m,10-12-1991,86.15,state board,2009,83.33,state board,5111,2,B.Tech/B.E.,computer engineering,70.56,5111,0,Maharashtra,2013,660,410,810,0.942116551,575,355000
1219113,m,05-01-1992,73.37,state board,2010,66.8,state board,12992,2,B.Tech/B.E.,information technology,76.8,12992,1,West Bengal,2014,385,400,570,0.23780284,465,340000
662137,m,15-05-1990,70.25,wbbse,2009,68.6,bseb,13095,2,B.Tech/B.E.,computer engineering,80.02,13095,1,West Bengal,2013,250,460,385,0.23780284,365,70000
847661,m,18-06-1991,77.4,cbse,2008,77.2,cbse,65,2,B.Tech/B.E.,instrumentation and control engineering,71,65,0,Uttar Pradesh,2013,615,570,620,0.44619825,-1,440000
723781,m,13-12-1991,80.8,state board,2009,89,state board,7000,2,B.Tech/B.E.,electronics and communication engineering,82,7000,1,Karnataka,2013,475,390,435,0.380091833,465,400000
970295,m,06-03-1992,86.1,icse,2010,74.83,cbse,505,2,B.Tech/B.E.,electronics and electrical engineering,73.9,505,0,Orissa,2014,545,570,665,0.684565068,475,
518336,m,04-01-1986,,cbse,2005,70,icse,1638,2,B.Tech/B.E.,instrumentation and control engineering,61.7,1638,0,Uttar Pradesh,2012,685,525,605,0.538386893,-1,400000
656427,m,07-05-1991,68,state board,2008,61.5,state board,8888,2,B.Tech/B.E.,information technology,,8888,0,Tamil Nadu,2013,215,365,265,0.450876584,395,120000
1122706,m,31-05-1991,76.2,cbse,2009,65.2,cbse,3449,2,B.Tech/B.E.,computer science & engineering,69.1,3449,0,Madhya Pradesh,2013,580,555,585,-1,-1,110000
676286,m,12-03-1991,75.4,cbse,2009,60.2,cbse,4374,2,B.Tech/B.E.,information technology,78.78,4374,0,Madhya Pradesh,2013,535,415,705,0.916869961,555,400000
11244,m,25-09-1988,75,cbse,2005,68,cbse,255,2,B.Tech/B.E.,information technology,71.6,255,0,Uttar Pradesh,2010,665,435,535,0.488347977,405,565000
465319,m,25-08-1991,91,ssc,2008,92.7,board of intermediate,8970,2,B.Tech/B.E.,electronics and communication engineering,72,8970,1,Telangana,2012,425,555,565,0.694479328,-1,360000
1036813,m,01-04-1990,90.4,cbse,2008,79,cbse,12669,2,B.Tech/B.E.,computer science & engineering,75.16,12669,0,Uttar Pradesh,2012,595,545,690,0.978799293,505,305000
611859,m,30-08-1990,84.6,cbse,2009,74.2,cbse,64,2,B.Tech/B.E.,electronics and instrumentation engineering,67.86,64,0,Uttar Pradesh,2013,510,485,590,0.960603252,-1,275000
579375,m,21-10-1990,86,cbse,2009,80.2,cbse,12,2,B.Tech/B.E.,information technology,71.59,12,1,Delhi,2013,415,585,705,0.450876584,395,500000
1202848,m,13-07-1992,72.6,state board,2009,82.5,state board,12860,2,B.Tech/B.E.,computer science & engineering,77.12,12860,1,Telangana,2013,605,425,295,0.622642916,375,
594659,m,20-12-1990,90.5,matriculation,2009,94.9,matriculation,566,2,B.Tech/B.E.,mechanical engineering,78.25,566,0,Tamil Nadu,2013,590,545,400,0.414337426,-1,100000
654318,m,21-01-1991,87,state,2009,93.9,state,9812,2,B.Tech/B.E.,electronics and communication engineering,74.13,9812,1,Telangana,2013,650,440,560,0.824666401,455,
818651,m,02-10-1990,77.4,cbse,2008,74.4,cbse,6874,2,B.Tech/B.E.,electronics and instrumentation engineering,,6874,0,Uttarakhand,2012,520,555,650,0.849802714,405,275000
